scenario,year,variable,commodity,sector,subsector,unit,value
BAU,2017,investment,,Constr,,10 billion CNY,2180.44
BAU,2017,government consumption,Constr,,,10 billion CNY,0.0
BAU,2017,household consumption,Constr,RuralHH,,10 billion CNY,0.0
BAU,2017,household consumption,Constr,UrbanHH,,10 billion CNY,0.0
BAU,2017,output,,WhRetTr,,10 billion CNY,1158.9358
BAU,2017,production cost,,WhRetTr,,1,1.0
BAU,2017,capital demand,,WhRetTr,,10 billion CNY,322.01572
BAU,2017,labor demand,,WhRetTr,,10 billion CNY,350.80472
BAU,2017,CO2,,WhRetTr,,0.1 billion tons,0.3482315
BAU,2017,energy demand,Coal,WhRetTr,,10 billion CNY,0.034562293
BAU,2017,energy demand,RefPet,WhRetTr,,10 billion CNY,3.0095766
BAU,2017,energy demand,ElecDist,WhRetTr,,10 billion CNY,10.514036
BAU,2017,energy demand,GasDist,WhRetTr,,10 billion CNY,0.105949715
BAU,2017,domestic demand,,WhRetTr,,10 billion CNY,1022.6483
BAU,2017,commodity price,,WhRetTr,,1,1.0
BAU,2017,investment,,WhRetTr,,10 billion CNY,79.68126
BAU,2017,government consumption,WhRetTr,,,10 billion CNY,0.0
BAU,2017,household consumption,WhRetTr,RuralHH,,10 billion CNY,39.615345
BAU,2017,household consumption,WhRetTr,UrbanHH,,10 billion CNY,137.52708
BAU,2017,output,,TranspSrv,,10 billion CNY,1025.5332
BAU,2017,production cost,,TranspSrv,,1,1.0
BAU,2017,capital demand,,TranspSrv,,10 billion CNY,233.74817
BAU,2017,labor demand,,TranspSrv,,10 billion CNY,220.66763
BAU,2017,CO2,,TranspSrv,,0.1 billion tons,7.2386
BAU,2017,energy demand,Coal,TranspSrv,,10 billion CNY,0.08977009
BAU,2017,energy demand,RefPet,TranspSrv,,10 billion CNY,80.027504
BAU,2017,energy demand,ElecDist,TranspSrv,,10 billion CNY,12.497322
BAU,2017,energy demand,GasDist,TranspSrv,,10 billion CNY,13.097836
BAU,2017,domestic demand,,TranspSrv,,10 billion CNY,945.84576
BAU,2017,commodity price,,TranspSrv,,1,1.0
BAU,2017,investment,,TranspSrv,,10 billion CNY,38.23816
BAU,2017,government consumption,TranspSrv,,,10 billion CNY,30.158035
BAU,2017,household consumption,TranspSrv,RuralHH,,10 billion CNY,30.91879
BAU,2017,household consumption,TranspSrv,UrbanHH,,10 billion CNY,119.55997
BAU,2017,output,,HotRest,,10 billion CNY,380.6314
BAU,2017,production cost,,HotRest,,1,1.0
BAU,2017,capital demand,,HotRest,,10 billion CNY,58.20639
BAU,2017,labor demand,,HotRest,,10 billion CNY,76.23583
BAU,2017,CO2,,HotRest,,0.1 billion tons,0.4856685
BAU,2017,energy demand,Coal,HotRest,,10 billion CNY,0.05745986
BAU,2017,energy demand,RefPet,HotRest,,10 billion CNY,0.84594065
BAU,2017,energy demand,ElecDist,HotRest,,10 billion CNY,4.071386
BAU,2017,energy demand,GasDist,HotRest,,10 billion CNY,2.259601
BAU,2017,domestic demand,,HotRest,,10 billion CNY,375.88336
BAU,2017,commodity price,,HotRest,,1,1.0
BAU,2017,investment,,HotRest,,10 billion CNY,0.0
BAU,2017,government consumption,HotRest,,,10 billion CNY,0.0
BAU,2017,household consumption,HotRest,RuralHH,,10 billion CNY,18.585957
BAU,2017,household consumption,HotRest,UrbanHH,,10 billion CNY,155.19281
BAU,2017,output,,ICTServ,,10 billion CNY,565.2799
BAU,2017,production cost,,ICTServ,,1,1.0
BAU,2017,capital demand,,ICTServ,,10 billion CNY,176.0217
BAU,2017,labor demand,,ICTServ,,10 billion CNY,109.70388
BAU,2017,CO2,,ICTServ,,0.1 billion tons,0.021899471
BAU,2017,energy demand,Coal,ICTServ,,10 billion CNY,0.0
BAU,2017,energy demand,RefPet,ICTServ,,10 billion CNY,0.6898349
BAU,2017,energy demand,ElecDist,ICTServ,,10 billion CNY,6.0851216
BAU,2017,energy demand,GasDist,ICTServ,,10 billion CNY,0.044446636
BAU,2017,domestic demand,,ICTServ,,10 billion CNY,544.274
BAU,2017,commodity price,,ICTServ,,1,1.0
BAU,2017,investment,,ICTServ,,10 billion CNY,195.75055
BAU,2017,government consumption,ICTServ,,,10 billion CNY,0.0
BAU,2017,household consumption,ICTServ,RuralHH,,10 billion CNY,16.53088
BAU,2017,household consumption,ICTServ,UrbanHH,,10 billion CNY,69.64056
BAU,2017,output,,Finance,,10 billion CNY,943.4053
BAU,2017,production cost,,Finance,,1,1.0
BAU,2017,capital demand,,Finance,,10 billion CNY,244.19923
BAU,2017,labor demand,,Finance,,10 billion CNY,242.5355
BAU,2017,CO2,,Finance,,0.1 billion tons,0.091235764
BAU,2017,energy demand,Coal,Finance,,10 billion CNY,0.02637202
BAU,2017,energy demand,RefPet,Finance,,10 billion CNY,2.783129
BAU,2017,energy demand,ElecDist,Finance,,10 billion CNY,4.8632607
BAU,2017,energy demand,GasDist,Finance,,10 billion CNY,0.034901526
BAU,2017,domestic demand,,Finance,,10 billion CNY,937.4885
BAU,2017,commodity price,,Finance,,1,1.0
BAU,2017,investment,,Finance,,10 billion CNY,0.0
BAU,2017,government consumption,Finance,,,10 billion CNY,11.51241
BAU,2017,household consumption,Finance,RuralHH,,10 billion CNY,22.579828
BAU,2017,household consumption,Finance,UrbanHH,,10 billion CNY,180.0657
BAU,2017,output,,RealEst,,10 billion CNY,782.5252
BAU,2017,production cost,,RealEst,,1,1.0
BAU,2017,capital demand,,RealEst,,10 billion CNY,373.14612
BAU,2017,labor demand,,RealEst,,10 billion CNY,88.88129
BAU,2017,CO2,,RealEst,,0.1 billion tons,0.09059085
BAU,2017,energy demand,Coal,RealEst,,10 billion CNY,0.048779644
BAU,2017,energy demand,RefPet,RealEst,,10 billion CNY,1.3260702
BAU,2017,energy demand,ElecDist,RealEst,,10 billion CNY,3.377091
BAU,2017,energy demand,GasDist,RealEst,,10 billion CNY,1.4830095
BAU,2017,domestic demand,,RealEst,,10 billion CNY,782.5252
BAU,2017,commodity price,,RealEst,,1,1.0
BAU,2017,investment,,RealEst,,10 billion CNY,105.367294
BAU,2017,government consumption,RealEst,,,10 billion CNY,0.0
BAU,2017,household consumption,RealEst,RuralHH,,10 billion CNY,79.741234
BAU,2017,household consumption,RealEst,UrbanHH,,10 billion CNY,275.12234
BAU,2017,output,,BusServe,,10 billion CNY,718.05457
BAU,2017,production cost,,BusServe,,1,1.0
BAU,2017,capital demand,,BusServe,,10 billion CNY,26.701584
BAU,2017,labor demand,,BusServe,,10 billion CNY,185.78333
BAU,2017,CO2,,BusServe,,0.1 billion tons,0.49391836
BAU,2017,energy demand,Coal,BusServe,,10 billion CNY,4.84e-5
BAU,2017,energy demand,RefPet,BusServe,,10 billion CNY,16.138931
BAU,2017,energy demand,ElecDist,BusServe,,10 billion CNY,2.7923334
BAU,2017,energy demand,GasDist,BusServe,,10 billion CNY,0.3286453
BAU,2017,domestic demand,,BusServe,,10 billion CNY,689.792
BAU,2017,commodity price,,BusServe,,1,1.0
BAU,2017,investment,,BusServe,,10 billion CNY,0.0
BAU,2017,government consumption,BusServe,,,10 billion CNY,16.639265
BAU,2017,household consumption,BusServe,RuralHH,,10 billion CNY,1.2959862
BAU,2017,household consumption,BusServe,UrbanHH,,10 billion CNY,39.89489
BAU,2017,output,,ResTech,,10 billion CNY,510.46033
BAU,2017,production cost,,ResTech,,1,1.0
BAU,2017,capital demand,,ResTech,,10 billion CNY,68.304634
BAU,2017,labor demand,,ResTech,,10 billion CNY,126.28984
BAU,2017,CO2,,ResTech,,0.1 billion tons,0.30534717
BAU,2017,energy demand,Coal,ResTech,,10 billion CNY,0.26697257
BAU,2017,energy demand,RefPet,ResTech,,10 billion CNY,7.7037253
BAU,2017,energy demand,ElecDist,ResTech,,10 billion CNY,3.6086993
BAU,2017,energy demand,GasDist,ResTech,,10 billion CNY,0.25326
BAU,2017,domestic demand,,ResTech,,10 billion CNY,497.3932
BAU,2017,commodity price,,ResTech,,1,1.0
BAU,2017,investment,,ResTech,,10 billion CNY,139.5742
BAU,2017,government consumption,ResTech,,,10 billion CNY,79.536385
BAU,2017,household consumption,ResTech,RuralHH,,10 billion CNY,0.6547079
BAU,2017,household consumption,ResTech,UrbanHH,,10 billion CNY,3.6367922
BAU,2017,output,,EnvServ,,10 billion CNY,92.52829
BAU,2017,production cost,,EnvServ,,1,1.0
BAU,2017,capital demand,,EnvServ,,10 billion CNY,20.293894
BAU,2017,labor demand,,EnvServ,,10 billion CNY,18.495375
BAU,2017,CO2,,EnvServ,,0.1 billion tons,0.04887612
BAU,2017,energy demand,Coal,EnvServ,,10 billion CNY,0.052163444
BAU,2017,energy demand,RefPet,EnvServ,,10 billion CNY,1.0957557
BAU,2017,energy demand,ElecDist,EnvServ,,10 billion CNY,2.6968913
BAU,2017,energy demand,GasDist,EnvServ,,10 billion CNY,0.10847809
BAU,2017,domestic demand,,EnvServ,,10 billion CNY,91.6139
BAU,2017,commodity price,,EnvServ,,1,1.0
BAU,2017,investment,,EnvServ,,10 billion CNY,0.0
BAU,2017,government consumption,EnvServ,,,10 billion CNY,61.213417
BAU,2017,household consumption,EnvServ,RuralHH,,10 billion CNY,1.1993723
BAU,2017,household consumption,EnvServ,UrbanHH,,10 billion CNY,6.515431
BAU,2017,output,,ResServ,,10 billion CNY,269.59103
BAU,2017,production cost,,ResServ,,1,1.0
BAU,2017,capital demand,,ResServ,,10 billion CNY,23.592312
BAU,2017,labor demand,,ResServ,,10 billion CNY,110.99258
BAU,2017,CO2,,ResServ,,0.1 billion tons,0.15133841
BAU,2017,energy demand,Coal,ResServ,,10 billion CNY,0.32764357
BAU,2017,energy demand,RefPet,ResServ,,10 billion CNY,1.3777288
BAU,2017,energy demand,ElecDist,ResServ,,10 billion CNY,3.2958033
BAU,2017,energy demand,GasDist,ResServ,,10 billion CNY,1.0632931
BAU,2017,domestic demand,,ResServ,,10 billion CNY,269.3065
BAU,2017,commodity price,,ResServ,,1,1.0
BAU,2017,investment,,ResServ,,10 billion CNY,0.0
BAU,2017,government consumption,ResServ,,,10 billion CNY,0.0
BAU,2017,household consumption,ResServ,RuralHH,,10 billion CNY,19.332668
BAU,2017,household consumption,ResServ,UrbanHH,,10 billion CNY,118.20347
BAU,2017,output,,Education,,10 billion CNY,367.66937
BAU,2017,production cost,,Education,,1,1.0
BAU,2017,capital demand,,Education,,10 billion CNY,66.70431
BAU,2017,labor demand,,Education,,10 billion CNY,194.4088
BAU,2017,CO2,,Education,,0.1 billion tons,0.17213611
BAU,2017,energy demand,Coal,Education,,10 billion CNY,0.47126198
BAU,2017,energy demand,RefPet,Education,,10 billion CNY,1.4431136
BAU,2017,energy demand,ElecDist,Education,,10 billion CNY,2.2275286
BAU,2017,energy demand,GasDist,Education,,10 billion CNY,0.39763594
BAU,2017,domestic demand,,Education,,10 billion CNY,367.66937
BAU,2017,commodity price,,Education,,1,1.0
BAU,2017,investment,,Education,,10 billion CNY,0.0
BAU,2017,government consumption,Education,,,10 billion CNY,192.50002
BAU,2017,household consumption,Education,RuralHH,,10 billion CNY,35.46955
BAU,2017,household consumption,Education,UrbanHH,,10 billion CNY,123.06904
BAU,2017,output,,Health,,10 billion CNY,415.18088
BAU,2017,production cost,,Health,,1,1.0
BAU,2017,capital demand,,Health,,10 billion CNY,30.994972
BAU,2017,labor demand,,Health,,10 billion CNY,138.17484
BAU,2017,CO2,,Health,,0.1 billion tons,0.11394569
BAU,2017,energy demand,Coal,Health,,10 billion CNY,0.40425694
BAU,2017,energy demand,RefPet,Health,,10 billion CNY,0.17361185
BAU,2017,energy demand,ElecDist,Health,,10 billion CNY,2.7899468
BAU,2017,energy demand,GasDist,Health,,10 billion CNY,0.2753019
BAU,2017,domestic demand,,Health,,10 billion CNY,414.3463
BAU,2017,commodity price,,Health,,1,1.0
BAU,2017,investment,,Health,,10 billion CNY,0.0
BAU,2017,government consumption,Health,,,10 billion CNY,261.2452
BAU,2017,household consumption,Health,RuralHH,,10 billion CNY,26.075802
BAU,2017,household consumption,Health,UrbanHH,,10 billion CNY,120.44978
BAU,2017,output,,RecEnt,,10 billion CNY,137.10262
BAU,2017,production cost,,RecEnt,,1,1.0
BAU,2017,capital demand,,RecEnt,,10 billion CNY,24.005848
BAU,2017,labor demand,,RecEnt,,10 billion CNY,44.711506
BAU,2017,CO2,,RecEnt,,0.1 billion tons,0.031031275
BAU,2017,energy demand,Coal,RecEnt,,10 billion CNY,0.035196677
BAU,2017,energy demand,RefPet,RecEnt,,10 billion CNY,0.5233586
BAU,2017,energy demand,ElecDist,RecEnt,,10 billion CNY,1.3095767
BAU,2017,energy demand,GasDist,RecEnt,,10 billion CNY,0.24863185
BAU,2017,domestic demand,,RecEnt,,10 billion CNY,133.00253
BAU,2017,commodity price,,RecEnt,,1,1.0
BAU,2017,investment,,RecEnt,,10 billion CNY,0.0
BAU,2017,government consumption,RecEnt,,,10 billion CNY,44.915737
BAU,2017,household consumption,RecEnt,RuralHH,,10 billion CNY,7.211396
BAU,2017,household consumption,RecEnt,UrbanHH,,10 billion CNY,49.337463
BAU,2017,output,,PubAdm,,10 billion CNY,555.66565
BAU,2017,production cost,,PubAdm,,1,1.0
BAU,2017,capital demand,,PubAdm,,10 billion CNY,54.37098
BAU,2017,labor demand,,PubAdm,,10 billion CNY,280.058
BAU,2017,CO2,,PubAdm,,0.1 billion tons,0.16458073
BAU,2017,energy demand,Coal,PubAdm,,10 billion CNY,0.44258374
BAU,2017,energy demand,RefPet,PubAdm,,10 billion CNY,1.6237142
BAU,2017,energy demand,ElecDist,PubAdm,,10 billion CNY,4.8061194
BAU,2017,energy demand,GasDist,PubAdm,,10 billion CNY,0.17469035
BAU,2017,domestic demand,,PubAdm,,10 billion CNY,554.5196
BAU,2017,commodity price,,PubAdm,,1,1.0
BAU,2017,investment,,PubAdm,,10 billion CNY,0.0
BAU,2017,government consumption,PubAdm,,,10 billion CNY,527.4036
BAU,2017,household consumption,PubAdm,RuralHH,,10 billion CNY,0.50386816
BAU,2017,household consumption,PubAdm,UrbanHH,,10 billion CNY,5.5785813
BAU,2017,CO2,,RuralHH,,0.1 billion tons,1.8292
BAU,2017,labor supply,,RuralHH,,10 billion CNY,1234.5792
BAU,2017,energy demand,Coal,RuralHH,,10 billion CNY,0.8091723
BAU,2017,energy demand,RefPet,RuralHH,,10 billion CNY,2.38001
BAU,2017,energy demand,ElecDist,RuralHH,,10 billion CNY,6.33603
BAU,2017,energy demand,GasDist,RuralHH,,10 billion CNY,0.69585574
BAU,2017,CO2,,UrbanHH,,0.1 billion tons,2.6253
BAU,2017,labor supply,,UrbanHH,,10 billion CNY,2998.101
BAU,2017,energy demand,Coal,UrbanHH,,10 billion CNY,0.5418484
BAU,2017,energy demand,RefPet,UrbanHH,,10 billion CNY,26.647308
BAU,2017,energy demand,ElecDist,UrbanHH,,10 billion CNY,27.342005
BAU,2017,energy demand,GasDist,UrbanHH,,10 billion CNY,17.774776
BAU,2017,labor wage,,,,1,1.0
BAU,2017,capital rent,,,,1,1.0
BAU,2017,real gdp-va,,,,10 billion CNY,8232.157
BAU,2017,real gdp-demand,,,,10 billion CNY,8232.157
BAU,2017,total factor productivity,,,,1,1.0
BAU,2017,total CO2 emissions,,,,0.1 billion tons,89.87968
BAU,2017,CO2 price,,,,100 CNY,0.0
BAU,2018,output,,AgFFF,,10 billion CNY,1133.8981
BAU,2018,production cost,,AgFFF,,1,0.9962425
BAU,2018,capital demand,,AgFFF,,10 billion CNY,36.209747
BAU,2018,labor demand,,AgFFF,,10 billion CNY,662.59357
BAU,2018,CO2,,AgFFF,,0.1 billion tons,1.0020822
BAU,2018,energy demand,Coal,AgFFF,,10 billion CNY,0.5718658
BAU,2018,energy demand,RefPet,AgFFF,,10 billion CNY,5.626481
BAU,2018,energy demand,ElecDist,AgFFF,,10 billion CNY,10.030421
BAU,2018,energy demand,GasDist,AgFFF,,10 billion CNY,0.16150998
BAU,2018,domestic demand,,AgFFF,,10 billion CNY,1121.5316
BAU,2018,commodity price,,AgFFF,,1,0.99637187
BAU,2018,investment,,AgFFF,,10 billion CNY,25.077873
BAU,2018,government consumption,AgFFF,,,10 billion CNY,12.8065195
BAU,2018,household consumption,AgFFF,RuralHH,,10 billion CNY,89.36557
BAU,2018,household consumption,AgFFF,UrbanHH,,10 billion CNY,180.7854
BAU,2018,output,,Coal,,10 billion CNY,218.12067
BAU,2018,production cost,,Coal,,1,0.99993426
BAU,2018,capital demand,,Coal,,10 billion CNY,34.0099
BAU,2018,labor demand,,Coal,,10 billion CNY,46.698895
BAU,2018,CO2,,Coal,,0.1 billion tons,0.67920816
BAU,2018,energy demand,Coal,Coal,,10 billion CNY,34.092236
BAU,2018,energy demand,RefPet,Coal,,10 billion CNY,0.792214
BAU,2018,energy demand,ElecDist,Coal,,10 billion CNY,7.8428307
BAU,2018,energy demand,GasDist,Coal,,10 billion CNY,0.025111731
BAU,2018,domestic demand,,Coal,,10 billion CNY,217.47012
BAU,2018,commodity price,,Coal,,1,0.99989676
BAU,2018,investment,,Coal,,10 billion CNY,1.6167719
BAU,2018,government consumption,Coal,,,10 billion CNY,0.0
BAU,2018,household consumption,Coal,RuralHH,,10 billion CNY,0.82990336
BAU,2018,household consumption,Coal,UrbanHH,,10 billion CNY,0.55594313
BAU,2018,output,,OilGas,,10 billion CNY,119.27442
BAU,2018,production cost,,OilGas,,1,1.0009602
BAU,2018,capital demand,,OilGas,,10 billion CNY,31.402111
BAU,2018,labor demand,,OilGas,,10 billion CNY,14.40726
BAU,2018,CO2,,OilGas,,0.1 billion tons,0.2404801
BAU,2018,energy demand,Coal,OilGas,,10 billion CNY,0.08889313
BAU,2018,energy demand,RefPet,OilGas,,10 billion CNY,0.60664403
BAU,2018,energy demand,ElecDist,OilGas,,10 billion CNY,2.8725185
BAU,2018,energy demand,GasDist,OilGas,,10 billion CNY,0.011356185
BAU,2018,domestic demand,,OilGas,,10 billion CNY,117.353546
BAU,2018,commodity price,,OilGas,,1,1.0001441
BAU,2018,investment,,OilGas,,10 billion CNY,1.3839983
BAU,2018,government consumption,OilGas,,,10 billion CNY,0.0
BAU,2018,household consumption,OilGas,RuralHH,,10 billion CNY,0.0
BAU,2018,household consumption,OilGas,UrbanHH,,10 billion CNY,0.0
BAU,2018,output,,MetMin,,10 billion CNY,118.82312
BAU,2018,production cost,,MetMin,,1,1.0009104
BAU,2018,capital demand,,MetMin,,10 billion CNY,16.32084
BAU,2018,labor demand,,MetMin,,10 billion CNY,16.78186
BAU,2018,CO2,,MetMin,,0.1 billion tons,0.12588844
BAU,2018,energy demand,Coal,MetMin,,10 billion CNY,0.79881257
BAU,2018,energy demand,RefPet,MetMin,,10 billion CNY,6.542576
BAU,2018,energy demand,ElecDist,MetMin,,10 billion CNY,9.57948
BAU,2018,energy demand,GasDist,MetMin,,10 billion CNY,0.005633854
BAU,2018,domestic demand,,MetMin,,10 billion CNY,118.055084
BAU,2018,commodity price,,MetMin,,1,1.0002202
BAU,2018,investment,,MetMin,,10 billion CNY,0.4289217
BAU,2018,government consumption,MetMin,,,10 billion CNY,0.0
BAU,2018,household consumption,MetMin,RuralHH,,10 billion CNY,0.0
BAU,2018,household consumption,MetMin,UrbanHH,,10 billion CNY,0.0
BAU,2018,output,,NMetMin,,10 billion CNY,92.50092
BAU,2018,production cost,,NMetMin,,1,0.99995977
BAU,2018,capital demand,,NMetMin,,10 billion CNY,11.46198
BAU,2018,labor demand,,NMetMin,,10 billion CNY,21.64841
BAU,2018,CO2,,NMetMin,,0.1 billion tons,0.12417787
BAU,2018,energy demand,Coal,NMetMin,,10 billion CNY,1.140148
BAU,2018,energy demand,RefPet,NMetMin,,10 billion CNY,5.3635015
BAU,2018,energy demand,ElecDist,NMetMin,,10 billion CNY,5.5381503
BAU,2018,energy demand,GasDist,NMetMin,,10 billion CNY,0.08667638
BAU,2018,domestic demand,,NMetMin,,10 billion CNY,90.8726
BAU,2018,commodity price,,NMetMin,,1,0.9999278
BAU,2018,investment,,NMetMin,,10 billion CNY,-0.18047422
BAU,2018,government consumption,NMetMin,,,10 billion CNY,0.0
BAU,2018,household consumption,NMetMin,RuralHH,,10 billion CNY,0.0
BAU,2018,household consumption,NMetMin,UrbanHH,,10 billion CNY,0.0
BAU,2018,output,,FoodPr,,10 billion CNY,1297.9935
BAU,2018,production cost,,FoodPr,,1,0.9980176
BAU,2018,capital demand,,FoodPr,,10 billion CNY,113.04187
BAU,2018,labor demand,,FoodPr,,10 billion CNY,105.59698
BAU,2018,CO2,,FoodPr,,0.1 billion tons,0.71407515
BAU,2018,energy demand,Coal,FoodPr,,10 billion CNY,2.869857
BAU,2018,energy demand,RefPet,FoodPr,,10 billion CNY,1.5585282
BAU,2018,energy demand,ElecDist,FoodPr,,10 billion CNY,10.047167
BAU,2018,energy demand,GasDist,FoodPr,,10 billion CNY,0.5544986
BAU,2018,domestic demand,,FoodPr,,10 billion CNY,1261.0161
BAU,2018,commodity price,,FoodPr,,1,0.99804085
BAU,2018,investment,,FoodPr,,10 billion CNY,15.56672
BAU,2018,government consumption,FoodPr,,,10 billion CNY,0.0
BAU,2018,household consumption,FoodPr,RuralHH,,10 billion CNY,168.9285
BAU,2018,household consumption,FoodPr,UrbanHH,,10 billion CNY,472.60898
BAU,2018,output,,Textile,,10 billion CNY,390.40823
BAU,2018,production cost,,Textile,,1,0.99865013
BAU,2018,capital demand,,Textile,,10 billion CNY,25.632942
BAU,2018,labor demand,,Textile,,10 billion CNY,37.64046
BAU,2018,CO2,,Textile,,0.1 billion tons,0.18848719
BAU,2018,energy demand,Coal,Textile,,10 billion CNY,1.563667
BAU,2018,energy demand,RefPet,Textile,,10 billion CNY,0.6243432
BAU,2018,energy demand,ElecDist,Textile,,10 billion CNY,6.6810317
BAU,2018,energy demand,GasDist,Textile,,10 billion CNY,0.09244541
BAU,2018,domestic demand,,Textile,,10 billion CNY,327.0588
BAU,2018,commodity price,,Textile,,1,0.99854505
BAU,2018,investment,,Textile,,10 billion CNY,-1.6916673
BAU,2018,government consumption,Textile,,,10 billion CNY,0.0
BAU,2018,household consumption,Textile,RuralHH,,10 billion CNY,3.1581335
BAU,2018,household consumption,Textile,UrbanHH,,10 billion CNY,8.694436
BAU,2018,output,,Apparel,,10 billion CNY,388.91388
BAU,2018,production cost,,Apparel,,1,0.99868447
BAU,2018,capital demand,,Apparel,,10 billion CNY,27.498842
BAU,2018,labor demand,,Apparel,,10 billion CNY,47.573677
BAU,2018,CO2,,Apparel,,0.1 billion tons,0.045749392
BAU,2018,energy demand,Coal,Apparel,,10 billion CNY,0.4670015
BAU,2018,energy demand,RefPet,Apparel,,10 billion CNY,0.7403036
BAU,2018,energy demand,ElecDist,Apparel,,10 billion CNY,2.978435
BAU,2018,energy demand,GasDist,Apparel,,10 billion CNY,0.106975175
BAU,2018,domestic demand,,Apparel,,10 billion CNY,262.35742
BAU,2018,commodity price,,Apparel,,1,0.9984379
BAU,2018,investment,,Apparel,,10 billion CNY,0.15629871
BAU,2018,government consumption,Apparel,,,10 billion CNY,0.0
BAU,2018,household consumption,Apparel,RuralHH,,10 billion CNY,19.512178
BAU,2018,household consumption,Apparel,UrbanHH,,10 billion CNY,115.71309
BAU,2018,output,,WoodPr,,10 billion CNY,263.86148
BAU,2018,production cost,,WoodPr,,1,0.9991072
BAU,2018,capital demand,,WoodPr,,10 billion CNY,20.721643
BAU,2018,labor demand,,WoodPr,,10 billion CNY,27.8672
BAU,2018,CO2,,WoodPr,,0.1 billion tons,0.048542548
BAU,2018,energy demand,Coal,WoodPr,,10 billion CNY,0.30147478
BAU,2018,energy demand,RefPet,WoodPr,,10 billion CNY,1.2030685
